code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category,nutriscore_score_final.1,nutriscore_grade_final.1,HealthStarRating,HSRTotalPoints
8901499008701,http://world-en.openfoodfacts.org/product/8901499008701/special-k-original-kellogg-s,Special K original,,900 g,Kellogg's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals","Rice (36.2%), Whole Wheat (33.2%), Sugar, Wheat Bran (4.7%), Liquid Glucose, lodized Salt, Cereal Extract, Vitamins, Mineral and Antioxidant (INS 320).","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,1,E320 - Butylated hydroxyanisole (bha),4.0,c,Cereals and potatoes,Breakfast cereals,900.0,Breakfast cereals,https://images.openfoodfacts.org/images/products/890/149/900/8701/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8701/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8701/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8701/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8701/nutrition_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8701/nutrition_fr.5.200.jpg,,360.0,1506.0,,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,25.0,,,,,,,,,,,1.5,,,8.3,,,,0.42,,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,4.0,,,,,,,,,,,,13.0,d,,,,4.0,c,General Food,13.0,d,3,5
8901499008244,http://world-en.openfoodfacts.org/product/8901499008244/chocos-moons-stars-kellogg-s,Chocos Moons & Stars,,28.6g,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals","Wheat Solids (54.2%) Wheat Flour (29.6%), Wheat Flour (24 mole Sugar, Corn Flour, Cocoa Solids (5.6%), Minerals Malt Extract, Edible Vegetable Oil (Palmolein) iodized Salt, Colour (INS 150d), Vitamins Antioxidant (INS 320). CONTAINS PERMITTED NATURAL COLOUR ADDED FLAVOURS (NATURE IDENTICAL","en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,"en:gluten,en:nuts",2,"E150d - Sulphite ammonia caramel,E320 - Butylated hydroxyanisole (bha)",9.0,c,Cereals and potatoes,Breakfast cereals,29.0,Breakfast cereals,https://images.openfoodfacts.org/images/products/890/149/900/8244/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8244/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8244/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8244/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8244/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8244/nutrition_en.10.200.jpg,,390.0,1632.0,,3.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,30.0,,,,,,,,,,,3.5,,,8.6,,,,0.4,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,9.0,,,,,,,,,,,,13.0,d,,,,9.0,c,General Food,13.0,d,2.5,10
8901491365703,http://world-en.openfoodfacts.org/product/8901491365703/puffcorn-kurkure,Puffcorn,,28 10rs,Kurkure,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Corn chips","INREDIENTS: Cereal Products (67%) (Corn Meal (53%), Rice Meal (14%)), Edible Vegetable Oil (Palmolein), *Seasoning (Sugar, lodised Salt, Maltodextrin, Spices and Condiments, Milk Solids, Cheese, Salt Replacer (Potassium Chloride), Flavour (Natural and Nature Identical Flavouring Substances), Flavour Enhancers (627, 631), Acidity Regulators (296, 330), Emulsifying & Stabilising Agent ((331(iii), 471, 327)), Gram Meal (3.6%), Calcium Carbonate (170(i)), lodised Salt. *As flavouring agent. Contains Onion and Garlic ALLERGEN ADVICE: Contains Soy, Milk, Wheat","en:palm-oil,en:non-vegan,en:vegetarian",,,9,"E170 - Calcium carbonates,E170i - Calcium carbonate,E296 - Malic acid,E327 - Calcium lactate,E330 - Citric acid,E331 - Sodium citrates,E471 - Mono- and diglycerides of fatty acids,E627 - Disodium guanylate,E631 - Disodium inosinate",24.0,e,Salty snacks,Appetizers,0.0,Corn chips,https://images.openfoodfacts.org/images/products/890/149/136/5703/front_en.30.400.jpg,https://images.openfoodfacts.org/images/products/890/149/136/5703/front_en.30.200.jpg,https://images.openfoodfacts.org/images/products/890/149/136/5703/ingredients_en.24.400.jpg,https://images.openfoodfacts.org/images/products/890/149/136/5703/ingredients_en.24.200.jpg,https://images.openfoodfacts.org/images/products/890/149/136/5703/nutrition_en.32.400.jpg,https://images.openfoodfacts.org/images/products/890/149/136/5703/nutrition_en.32.200.jpg,,536.0,2243.0,,27.1,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,66.5,4.5,,,,,,,,,,,,,,6.4,,,,1.925,,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,24.0,,,,,,,,,,,,26.0,e,,,,24.0,e,General Food,26.0,e,0.5,25
8901491002820,http://world-en.openfoodfacts.org/product/8901491002820/oats-muesli-fruit-nut-pepsico,Oats Muesli Fruit & Nut,,160g,"Pepsico,Quaker","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Mueslis","Multigrain (55%) (Rolled Oat 26%, Rice & Rice Flour 14%, Corn Grit & Flour 7%, Rolled Barley 5%, Wheat 3%, Refined Wheat Flour (Maida) 1.4%), Candied & Dry Fruit and Nut & Seed (22%) (Raisin 10%, Candied Papaya 5%, Almond 4%, Pumpkin Seed 3%), Sugar, Palmolein Oil, Maltodextrin, Invert Syrup, Stabiliser (1422, 170i, 322), Liquid Glucose, lodised Salt, Cereal Extract. Flavour (Natural and Nature Identical Flavouring Substances), Colour (150d), Antioxidant (307b).","en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,,5,"E1422 - Acetylated distarch adipate,E150d - Sulphite ammonia caramel,E170 - Calcium carbonates,E170i - Calcium carbonate,E307b - Concentrated tocopherol,E322 - Lecithins",8.0,c,Cereals and potatoes,Breakfast cereals,160.0,Mueslis,https://images.openfoodfacts.org/images/products/890/149/100/2820/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2820/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2820/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2820/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2820/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2820/nutrition_en.7.200.jpg,,434.0,1816.0,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,21.0,10.9,,,,,,,,,,6.0,,,8.0,,,,0.59,,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,8.0,,,,,,,,,,,,12.0,d,,,,8.0,c,General Food,12.0,d,2.5,8
8901491002196,http://world-en.openfoodfacts.org/product/8901491002196/oats-muesli-quaker,Oats Muesli,,700g,Quaker,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Mueslis","Multigrain(55%), (Rolled Oats 26%, Rice & Rice Flour 14%, Corn Grit & Flour 7%, Rolled Barley 5%, Wheat 3%, Refined Wheat Flour (Maida) 1.4%, Berries & Seeds (22%), (Candied Cranberries 8%, Dried Blackcurrents 7%, Sunflower seeds 4%, Pumpkin Seeds 3% ), Sugar, Palmolein Oil, Maltodextrin, Invert Syrup, Stabilizer (1422, 170i, 322), Liquid Glucose, iodised Salt, Cereals Extracts, Flavour (natural and nature Identical Flavouring Substances), Colour (150d), Antioxidents (307b)","en:palm-oil,en:vegan-status-unknown,en:vegetarian",,,5,"E1422 - Acetylated distarch adipate,E150d - Sulphite ammonia caramel,E170 - Calcium carbonates,E170i - Calcium carbonate,E307b - Concentrated tocopherol,E322 - Lecithins",8.0,c,Cereals and potatoes,Breakfast cereals,700.0,Mueslis,https://images.openfoodfacts.org/images/products/890/149/100/2196/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2196/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2196/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2196/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2196/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2196/nutrition_en.11.200.jpg,,448.0,1874.0,,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,16.0,10.6,,,,,,,,,,6.0,,,9.0,,,,0.605,,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,8.0,,,,,,,,,,,,12.0,d,,,,8.0,c,General Food,12.0,d,2.5,7
8901491002165,http://world-en.openfoodfacts.org/product/8901491002165/potato-chips-lay-s-gourmet,Potato chips,,80g,Lay's Gourmet,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","Potato Edible Vegetable Oil (Palmolein Oil), Seasoning Sugar, Iodised Salt *Spices & Condiments. Salt Substitute (Potassium Chloride), Milk Solids (Whey Powder, Cheese Powder, Skim Milk Powder), Acidity Regulators (330, 327, 325). Flavour (Natural and Nature identical Flavouring Substances), Edible Vegetable Oil (Sunflower oil), Anticaking Agent (551) Favour Enhancer (627,631). Colour (160c). *As flavouring agent Contains Garlic ALLERGEN ADVICE: Contains Milk, Wheat, Rye, Barley, Buckwheat","en:palm-oil,en:non-vegan,en:vegetarian",,,6,"E160c - Paprika extract,E325 - Sodium lactate,E327 - Calcium lactate,E330 - Citric acid,E627 - Disodium guanylate,E631 - Disodium inosinate",22.0,e,Salty snacks,Appetizers,80.0,Potato crisps,https://images.openfoodfacts.org/images/products/890/149/100/2165/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2165/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2165/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2165/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2165/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/2165/nutrition_en.3.200.jpg,,507.0,2121.0,,25.8,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,61.2,3.6,2.9,,,,,,,,,,,,,7.6,,,,1.555,,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,22.0,,,,,,,,,,,,24.0,e,,,,22.0,e,General Food,24.0,e,1,23
8901262200189,http://world-en.openfoodfacts.org/product/8901262200189/lassi-amul,Lassi,,200ml,Amul,"Beverages, Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Drinkable yogurts, Lassi","Milk solids, water, sugar, stabilizer (440), nature identical and artificial flavouring substances (rose), active culture. Allergen Information: Contains milk.","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",en:milk,,1,E440 - Pectins,21.0,e,Beverages,Sweetened beverages,200.0,Lassi,https://images.openfoodfacts.org/images/products/890/126/220/0189/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0189/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0189/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0189/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0189/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0189/nutrition_en.9.200.jpg,,88.5,370.0,,2.1,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,14.5,14.5,12.0,,,,,,,,,,,,,2.1,,,,0.075,,0.03,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,0.0,,,,,,21.0,,,,,,,,,,,,17.0,e,,,,21.0,e,Beverages,17.0,e,0.5,20
8901262180146,http://world-en.openfoodfacts.org/product/8901262180146/amul-malai-paneer,Amul Malai Paneer,,1kg,Amul,"Dairies,Fermented foods,Fermented milk products,Cottage cheeses,Paneer","Milk Solids, Citric Acid","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,1,E330 - Citric acid,8.0,c,Milk and dairy products,Cheese,1000.0,Paneer,https://images.openfoodfacts.org/images/products/890/126/218/0146/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/218/0146/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/126/218/0146/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/218/0146/nutrition_en.5.200.jpg,,312.0,1305.0,,24.0,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,4.0,4.0,,,,,,,,,,,,,,20.0,,,,0.06,,0.024,,,,,,,,,,,,,,,,,,,,,0.48,,,,,,,,,,,,,,,,,,0.0,,,,,,8.0,,,,,,,,,,,,7.0,c,,,,8.0,c,Cheese,7.0,c,5,17
8901262152945,http://world-en.openfoodfacts.org/product/8901262152945/protein-lassi-mango-flavour-amul,Protein Lassi - Mango flavour,,250 ml,Amul,"Beverages, Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Drinkable yogurts","Milk solids, water, sweeteners (965, 960), mango fruit compound (2.3%), stabilizers (440, 418), acidity regulator (330), nature identical and artificial flavouring substances (mango), active culture, colours (160(b), 102, 110]. Allergen Information: Contains milk.","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,8,"E102 - Tartrazine,E110 - Sunset yellow FCF,E160 - Carotenoids,E330 - Citric acid,E418 - Gellan gum,E440 - Pectins,E960 - Steviol glycosides,E965 - Maltitol",12.0,e,Beverages,Artificially sweetened beverages,250.0,Drinkable yogurts,https://images.openfoodfacts.org/images/products/890/126/215/2945/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2945/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2945/ingredients_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2945/ingredients_en.6.200.jpg,,,,60.0,251.0,,0.32,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,12.6,4.0,,,,,,,,,,,,,,6.0,,,,0.0965,,0.0386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,,,,,12.0,,,,,,,,,,,,1.0,b,,,,12.0,e,Beverages,1.0,b,0.5,12
8901262152341,http://world-en.openfoodfacts.org/product/8901262152341/amul-kool-premium-kesar-flavour,Amul Kool Premium Kesar Flavour,,180ml,Amul,"Beverages,Dairy drinks","Toned milk, sugar, milk solids, artificial flavouring substances (kesar), colours (102,110).","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,2,"E102 - Tartrazine,E110 - Sunset yellow FCF",23.0,e,Beverages,Sweetened beverages,180.0,Dairy drinks,https://images.openfoodfacts.org/images/products/890/126/215/2341/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2341/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2341/ingredients_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2341/ingredients_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2341/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2341/nutrition_en.6.200.jpg,,264.0,1105.0,,5.7,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,22.5,14.0,,,,,,,,,,,,,5.6,,,,0.195,,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,23.0,,,,,,,,,,,,16.0,e,,,,23.0,e,Beverages,16.0,e,0.5,20
8901262152228,http://world-en.openfoodfacts.org/product/8901262152228/amul-kool-elaichi-flavour,Amul kool elaichi flavour,,180 ml,Amul,"Beverages, Dairies, Dairy drinks","Toned milk, milk solids, sugar, synthetic food colours (102, 133), artificial flavouring substances (elachi). Allergen Information: Contains milk.","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,2,"E102 - Tartrazine,E133 - Brilliant blue FCF",20.0,e,Beverages,Sweetened beverages,180.0,Dairy drinks,https://images.openfoodfacts.org/images/products/890/126/215/2228/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2228/front_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2228/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2228/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2228/nutrition_en.17.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2228/nutrition_en.17.200.jpg,,90.6,379.0,,3.11,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00889,12.5,12.5,,,,,,,,,,,,,,3.11,,,,0.108,,0.0433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,20.0,,,,,,,,,,,,13.0,e,,,,20.0,e,Beverages,13.0,e,0.5,19
8901262152136,http://world-en.openfoodfacts.org/product/8901262152136/milk-shake-double-chocolate-amul,Milk Shake Double Chocolate,,200ml,Amul,"Beverages, Dairies, Dairy drinks, Flavoured milks, Chocolate milks","Double toned milk, sugar, dark chocolate (7.5%), milk chocolate (1.9%), stabilizer (407), artificial flavouring substances (cocoa, vanilla). Allergen Information: Contains milk.","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",en:milk,,1,E407 - Carrageenan,22.0,e,Beverages,Sweetened beverages,200.0,Chocolate milks,https://images.openfoodfacts.org/images/products/890/126/215/2136/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2136/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2136/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2136/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2136/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2136/nutrition_en.9.200.jpg,,115.0,481.0,,5.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.006,15.2,14.6,10.8,,,,,,,,,,,,,3.1,,,,0.0925,,0.037,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,0.0,,,,,,22.0,,,,,,,,,,,,15.0,e,,,,22.0,e,Beverages,15.0,e,0.5,20
8901262151696,http://world-en.openfoodfacts.org/product/8901262151696/amul-lassi-180ml-tpk,Amul Lassi 180ml tpk,,250 ml,Amul,"Beverages, Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Dairy drinks, Fermented dairy desserts, Fermented drinks, Fermented milk drinks, Yogurts, Drinkable yogurts, Dairy based drink","Milk solids, water, sugar, stabilizer (440), nature identical and artificial flavouring substances (rose), active culture. Allergen Information: Contains milk.","en:palm-oil-free,en:non-vegan,en:vegetarian",,,1,E440 - Pectins,21.0,e,Beverages,Sweetened beverages,250.0,Dairy-based-drink,https://images.openfoodfacts.org/images/products/890/126/215/1696/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1696/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1696/ingredients_en.21.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1696/ingredients_en.21.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1696/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1696/nutrition_en.10.200.jpg,364,87.0,364.0,,2.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,,,,,,,,,,,,,,2.0,,,,0.065,,0.026,,,,,,,,,,,,,,,,,,,,,0.008,,,,,,,,,,,,,,,,,,0.0,,,,,,21.0,,,,,,,,,,,,17.0,e,,,,21.0,e,Beverages,17.0,e,0.5,20
8901262010320,http://world-en.openfoodfacts.org/product/8901262010320/amul,Amul,,200gm,Amul,"Dairies,Fats,Spreads,Spreadable fats,Animal fats,Milkfat,Dairy spread,Butters","Butter, iodized salt, natural colour (annatto)","en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,1,E160b - Annatto,18.0,d,Fat and sauces,Fats,200.0,Butters,https://images.openfoodfacts.org/images/products/890/126/201/0320/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/201/0320/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/201/0320/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/201/0320/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/126/201/0320/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/201/0320/nutrition_en.7.200.jpg,3031,724.0,3031.0,,80.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,0.0,0.0,,,,,,,,,,,0.0,,,1.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,18.0,,,,,,,,,,,,19.0,e,,,,18.0,d,Cheese,19.0,e,1,39
8901248270212,http://world-en.openfoodfacts.org/product/8901248270212/emami-healthy-tasty-refined-sunflower-oil,Emami Healthy & Tasty Refined Sunflower Oil,,1L,emami,Sunflower oils,"Refined Sunflower Oil, Antioxidants (INS 319 & 330), Antifoaming agent (INS 900a), Vitamin A, E & D","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,3,"E319 - Tertiary-butylhydroquinone (tbhq),E330 - Citric acid,E900 - Dimethylpolysiloxane and Methylphenylpolysiloxane,E900a - Dimethyl polysiloxane",12.0,d,Fat and sauces,Fats,1000.0,Sunflower oils,https://images.openfoodfacts.org/images/products/890/124/827/0212/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/124/827/0212/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/124/827/0212/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/124/827/0212/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/124/827/0212/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/124/827/0212/nutrition_en.5.200.jpg,,900.0,3766.0,,100.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,12.0,,,,,,,,,,,,20.0,e,,,,12.0,d,Fat/Nuts/Oil/Seeds,20.0,e,3,26
