code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category
8901719107870,http://world-en.openfoodfacts.org/product/8901719107870/choco-rolls-parle,Choco rolls,,12.5 g,parle,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, en:confectioneries","CHOCO CRÃˆME (40%) [ SUGAR, REFINED OILS (PALMOLEIN, PALM OIL), COCOA SOLIDS, EMULSIFIER OF VEGETABLE ORIGIN (SOY LECITHIN) AND ARTIFICIAL FLAVOURING SUBSTANCES-VANILLA), REFINED WHEAT FLOUR (MAIDA), SUGAR, REFINED PALM OIL, INVERT SUGAR SYRUP, COCOA SOLIDS, IONISED SALT, RAISING AGENTS (500 (ii), 503 (ii)], AND EMULSIFIER OF VEGETABLE ORIGIN (472e). CONTAINS ADDED FLAVOUR (ARTIFICIAL FLAVOURING SUBSTANCES - VANILLA). CONTAINS:WHEAT, SOY.","en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown","en:gluten,en:soybeans",,4,"E322 - Lecithins,E322i - Lecithin,E472e - Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E503 - Ammonium carbonates",25,e,Sugary snacks,Biscuits and cakes,12,Biscuits,https://images.openfoodfacts.org/images/products/890/171/910/7870/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/171/910/7870/front_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/171/910/7870/ingredients_en.16.400.jpg,https://images.openfoodfacts.org/images/products/890/171/910/7870/ingredients_en.16.200.jpg,https://images.openfoodfacts.org/images/products/890/171/910/7870/nutrition_en.17.400.jpg,https://images.openfoodfacts.org/images/products/890/171/910/7870/nutrition_en.17.200.jpg,,522,2184,,26.7,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9,37,,,,,,,,,,,,,,4.6,,,,0.245,,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,25,,,,,,,,,,,,27,e,,,,25,e,General Food
8901709011552,http://world-en.openfoodfacts.org/product/8901709011552/priya-refined-sunflower-oil,Priya Refined Sunflower Oil,,1L,Priya,Sunflower oils,"Refined Sunflower Oil, Antioxidant (INS 319), Vitamin A (Retinyl palmitate), Vitamin A(Ergocalciferol), Vitamin D2 (Ergocalciferol), Antifoaming Agent (INS 200a, DMPS).","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,1,E319 - Tertiary-butylhydroquinone (tbhq),11,d,Fat and sauces,Fats,1000,Sunflower oils,https://images.openfoodfacts.org/images/products/890/170/901/1552/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/170/901/1552/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/170/901/1552/ingredients_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/170/901/1552/ingredients_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/170/901/1552/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/170/901/1552/nutrition_en.5.200.jpg,,900,3766,,100,12,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,0,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,11,,,,,,,,,,,,20,e,,,,11,d,Fat/Nuts/Oil/Seeds
8901689031014,http://world-en.openfoodfacts.org/product/8901689031014/guava-crush-mala-s,Guava Crush,,750ml,Mala's,"Beverages, Sweetened beverages","Sugar, Guava Pulp (35%), Water, Thickener (INS 440), Acidity Regulator (INS 330, INS 331), Firming Agent (INS 509) CONTAINS PERMITTED NATURE IDENTICAL & ARTIFICIAL FLAVOURING SUBSTANCES (GUAVA). CONTAINS PERMITTED SYNTHETIC FOOD COLOUR (INS 127). CONTAINS PERMITTED CLASS II PRESERVATIVE (INS 202, INS 211, INS 22 CE TO MAKE MOCKTAILS COCKTAILS MILKSHAKES & TOPPINGS","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian-status-unknown",,,7,"E127 - Erythrosine,E202 - Potassium sorbate,E211 - Sodium benzoate,E330 - Citric acid,E331 - Sodium citrates,E440 - Pectins,E509 - Calcium chloride",20,e,Beverages,Sweetened beverages,750,Sweetened beverages,https://images.openfoodfacts.org/images/products/890/168/903/1014/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/168/903/1014/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/168/903/1014/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/168/903/1014/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/168/903/1014/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/168/903/1014/nutrition_en.7.200.jpg,,280.44,1173,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.42,59.16,25.09,,,,,,,,,,,,,0.19,,,,0.074825,,0.02993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.46875,,,,,,20,,,,,,,,,,,,18,d,,,,20,e,Beverages
8901688121013,http://world-en.openfoodfacts.org/product/8901688121013/chicken-pops-piri-piri-sumeru,Chicken pops Piri Piri,,450g,Sumeru,"Meats and their products, Chicken and its products, Meat preparations, Breaded products, Chicken preparations, Poultry nuggets, Breaded chicken, Chicken nuggets","Pops (99.1%) {Chicken meat (40%), Texturized soy protein, Bread crumbs {Wheat flour, Dextrose, lodised salt, Preservative [INS 282], Yeast & Acidity regulator [INS 260]}, Batter {Wheat flour, Corn starch, Edible salt & Stabilizers [INS 466, INS 464]}, Spices and condiments, lodised salt}, Masala mix (0.9%) {Acidity regulator [INS 330]}.","en:palm-oil-content-unknown,en:non-vegan,en:non-vegetarian",,,5,"E260 - Acetic acid,E282 - Calcium propionate,E330 - Citric acid,E464 - Hydroxypropyl methyl cellulose,E466 - Sodium carboxy methyl cellulose",3,c,unknown,unknown,450,Chicken nuggets,https://images.openfoodfacts.org/images/products/890/168/812/1013/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/168/812/1013/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/168/812/1013/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/168/812/1013/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/168/812/1013/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/168/812/1013/nutrition_en.10.200.jpg,,412,1720,,1.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.8,4.3,,,,,,,,,,,0.69,,,6.2,,,,0.14,,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,3,,,,,,,,,,,,5,c,,,,3,c,Red Meat
8901652140620,http://world-en.openfoodfacts.org/product/8901652140620/puff-priyagold,Puff,,40g,Priyagold,"Beverages, Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Shortbread cookies, Sweetened beverages","REFINED WHEAT FLOUR (MAIDA), SUGAR, EDIBLE VEGETABLE OILS (PALM), LEAVENING AGENTS AMMONIUM BICARBONATE (E 503(1), SODIUM BICARBONATE (E500 (i)], LIQUID GLUCOSE MILK SOLIDS (1.5%), IODISED SALT, PERMITTED EMULSIFIERS (LECITHIN (E 322(i)), DIACETYLTARTARIC AND FATTY ACID ESTERS OF GLYCEROL [E472(e)], ACIDITY REGULATOR [CITRIC ACID (E 330)], DOUGH CONDITIONER [SODIUM METABISULPHITE (E 223). CONTAINS ADDED PERMITTED SYNTHETIC FOOD COLOURS [ERYTHROSINE (E127), CARMOISINE (E122), (FD&C YELLOW-5 TARTRAZINE (E 102), PONCEAU 4R (E-124)] & ADDED ARTIFICIAL FAVOUR (STRAWBERRY) (NUMBERS IN BRACKETS AS PER INTERNATIONAL NUMBERING SYSTEM) THIS BISCUIT CONTAINS WHEAT, MILK, SOY &IORE Si nu","en:palm-oil,en:non-vegan,en:non-vegetarian",,,13,"E102 - Tartrazine,E122 - Azorubine,E124 - Ponceau 4r,E127 - Erythrosine,E223 - Sodium metabisulphite,E322 - Lecithins,E322i - Lecithin,E330 - Citric acid,E422 - Glycerol,E472 - Acid esters of mono- and diglycerides of fatty acids,E500 - Sodium carbonates,E500i - Sodium carbonate,E500ii - Sodium hydrogen carbonate,E503 - Ammonium carbonates,E503ii - Ammonium hydrogen carbonate",31,e,Beverages,Sweetened beverages,40,Sweetened beverages,https://images.openfoodfacts.org/images/products/890/165/214/0620/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/165/214/0620/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/165/214/0620/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/165/214/0620/ingredients_en.7.200.jpg,,,,497,2079,,22.32,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.35,29,,,,,,,,,,,,,,7.46,,,,0.4064,,0.16256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,31,,,,,,,,,,,,26,e,,,,31,e,General Food
8901648021629,http://world-en.openfoodfacts.org/product/8901648021629/vanilla-flavoured-medium-fat-ice-cream-mother-dairy,Vanilla flavoured Medium Fat Ice Cream,,48 g,Mother Dairy,"Desserts, Frozen foods, Frozen desserts, Ice creams and sorbets, Ice creams, Ice cream tubs","Water, Milk Solids, Sugar, Stabilizers and Emulsifiers (412,410,407,471,466), Natural and Artificial Flavouring Substances (Vanilla)","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,5,"E407 - Carrageenan,E410 - Locust bean gum,E412 - Guar gum,E466 - Sodium carboxy methyl cellulose,E471 - Mono- and diglycerides of fatty acids",11,d,Milk and dairy products,Ice cream,48,Ice cream tubs,https://images.openfoodfacts.org/images/products/890/164/802/1629/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/164/802/1629/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/164/802/1629/ingredients_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/164/802/1629/ingredients_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/164/802/1629/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/164/802/1629/nutrition_en.6.200.jpg,,168,703,,7.5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015,21.5,21.5,15.5,,,,,,,,,,,,,3.5,,,,0.22,,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,11,,,,,,,,,,,,14,d,,,,11,d,General Food
8901648014843,http://world-en.openfoodfacts.org/product/8901648014843/fruit-yoghurt-mango-mother-diary,Fruit Yoghurt Mango,,100g,Mother Diary,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Yogurts, en:fruit-yogurts","Milk, Sugar (12%), Milk Solids, Mango Pulp-4%, Active Lactic Culture Thickening Agent TINS 1442), Dried Citrus Pulp, Nature-Identical Flavouring Substances and Synthetic Food Colours (INS 102 & INS 118)","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,1,E102 - Tartrazine,6,c,Milk and dairy products,Milk and yogurt,100,Fruit yogurts,https://images.openfoodfacts.org/images/products/890/164/801/4843/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/164/801/4843/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/164/801/4843/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/164/801/4843/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/164/801/4843/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/164/801/4843/nutrition_en.7.200.jpg,,132,552,,4.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053,18.5,18.5,12,,,,,,,,,,,,,4.1,,,,0.1355,,0.0542,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,11.5,,,,,,6,,,,,,,,,,,,8,c,,,,6,c,General Food
8901648001119,http://world-en.openfoodfacts.org/product/8901648001119/white-bread-mother-diary,White Bread,,,Mother Diary,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads","Refined Wheat Flour (Maida), Water, Sugar, Yeast, lodized Salt, Edible Vegetable Oil (Soyabean, Palmolein), Wheat Gluten, Soya Flour, Preservative (282), Emulsifier [471, 481 (i)], Acidity Regulator (260), Enzyme Preparations (1100(i), 1102, 1104, Xylanase) and Antioxidant (300).","en:palm-oil,en:vegan-status-unknown,en:vegetarian",,,8,"E1100 - Alpha-Amylase,E1102 - Glucose oxidase,E1104 - Lipase,E260 - Acetic acid,E282 - Calcium propionate,E300 - Ascorbic acid,E471 - Mono- and diglycerides of fatty acids,E481 - Sodium stearoyl-2-lactylate",1,b,Cereals and potatoes,Bread,,Breads,https://images.openfoodfacts.org/images/products/890/164/800/1119/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/164/800/1119/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/164/800/1119/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/164/800/1119/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/164/800/1119/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/164/800/1119/nutrition_en.10.200.jpg,,233,975,,1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.5,,,,,,,,,,,2,,,7,,,,1.245,,0.498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,7,c,,,,1,b,General Food
8901595971251,http://world-en.openfoodfacts.org/product/8901595971251/ching-s,,,15g,Ching's,,"Potato Starch, Dried Glucose Syrup, Sugar, Salt, Dehydrated Vegetables 9.2% (carrot, parsley, green peas, cabbage, broccoli), Skimmed Milk Powder, Flavour Enhancer (E635), Spices 1.3% (pepper powder, turmeric), Onion Powder, Garlic Powder, Yeast Extract, Soy Sauce Powder (soybean, wheat, salt), Thickener (E415), Sunflower Oil, Acidity Regulator (E330), Anticaking Agent (E551). Store in a cool, dry and hygienic place. Net Weight: 15g ALLERGY ADVICE:","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,4,"E330 - Citric acid,E415 - Xanthan gum,E551 - Silicon dioxide,E635 - Disodium 5'-ribonucleotide",,unknown,unknown,unknown,15,,https://images.openfoodfacts.org/images/products/890/159/597/1251/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/159/597/1251/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/159/597/1251/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/159/597/1251/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/159/597/1251/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/159/597/1251/nutrition_en.10.200.jpg,,331,1390,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,16,,,,,,,,,,,,,,8.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.207421875,,,,,,,,,,,,,,,,,,5,c,,,,,unknown,General Food
8901595863280,http://world-en.openfoodfacts.org/product/8901595863280/schezwan-chutney-ching-s-secret,Schezwan Chutney,,600 g,Ching's Secret,"Spreads,Plant-based spreads,Fruit chutneys","Water, Cotton Seed Oil, Sugar, iodised Salt, Chilli, Garlic, Onion, Thickener (INS 1422), Ginger, Acidity Regulator (INS 260), Flavour Enhancer (INS 635), Spices (White Pepper, Schezwan Pepper), Preservatives (INS 202, INS 211), Natural Flavouring Substances. _Contains: Celery. May contain: Wheat, Soy, Nuts, Sesame Seeds, Mustard and Milk._","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",en:celery,,5,"E1422 - Acetylated distarch adipate,E202 - Potassium sorbate,E211 - Sodium benzoate,E260 - Acetic acid,E635 - Disodium 5'-ribonucleotide",14,d,unknown,unknown,600,Fruit chutneys,https://images.openfoodfacts.org/images/products/890/159/586/3280/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/3280/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/159/586/3280/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/3280/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/159/586/3280/nutrition_en.17.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/3280/nutrition_en.17.200.jpg,736,176,736,,6.66667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,16.7,8,,,,,,,,,,,0,,,2.2,,,,4.93,,1.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.395,,,,,,14,,,,,,,,,,,,25,e,,,,14,d,General Food
8901595862740,http://world-en.openfoodfacts.org/product/8901595862740/red-chilli-sauce-ching-s,Red Chilli Sauce,,200 g,Ching's,"Condiments,Sauces","Water, Sugar, Red Chilli (6%), Garlic, Ginger, lodised Salt, Thickener (INS 1422), Acidity Regulators (INS 261 INS 330), Emulsifying and Stabilizing Agent (INS 415), Preservative (INS 211). Allergen Advice: May contain: Wheat, Nut:, Sesame seeds Soy, Mustard and Milk.","en:palm-oil-free,en:non-vegan,en:vegetarian",en:mustard,"en:milk,en:mustard,en:nuts",5,"E1422 - Acetylated distarch adipate,E211 - Sodium benzoate,E261 - Potassium acetate,E330 - Citric acid,E415 - Xanthan gum",5,c,Fat and sauces,Dressings and sauces,200,Sauces,https://images.openfoodfacts.org/images/products/890/159/586/2740/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/2740/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/159/586/2740/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/2740/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/159/586/2740/nutrition_en.25.400.jpg,https://images.openfoodfacts.org/images/products/890/159/586/2740/nutrition_en.25.200.jpg,,113,473,,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,27.4,20,,,,,,,,,,,0,,,0.4,,,,0.00276,,0.001104,,0,,,,,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,9,,,,,,5,,,,,,,,,,,,6,c,,,,5,c,General Food
8901595853403,http://world-en.openfoodfacts.org/product/8901595853403/veg-hakka-noodles-chings-secret,Veg Hakka Noodles,,600 g,Chings Secret,"Meals, Pasta dishes, Pot noodles","Refined wheat flour (96%), wheat gluten, iodized salt, raising agents (INS 500(i), INS(ii), thickening and stabilizing agents (INS 451 (i), INS 339 (ii), INS 412), Acidity Regulators (INS 450 (iii), INS 501 (i))","en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,"en:gluten,en:milk,en:mustard,en:nuts,en:peanuts,en:sesame-seeds,en:soybeans",6,"E339ii - Disodium phosphate,E412 - Guar gum,E450 - Diphosphates,E450iii - Tetrasodium diphosphate,E451 - Triphosphates,E451i - Pentasodium triphosphate,E500 - Sodium carbonates,E500i - Sodium carbonate,E501 - Potassium carbonates,E501i - Potassium carbonate",4,c,Composite foods,One-dish meals,600,Pot noodles,https://images.openfoodfacts.org/images/products/890/159/585/3403/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/159/585/3403/front_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/159/585/3403/ingredients_en.23.400.jpg,https://images.openfoodfacts.org/images/products/890/159/585/3403/ingredients_en.23.200.jpg,https://images.openfoodfacts.org/images/products/890/159/585/3403/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/159/585/3403/nutrition_en.5.200.jpg,,373.33,1562,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.67,0,,,,,,,,,,,,,,12,,,,1.224275,,0.48971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4,,,,,,,,,,,,6,c,,,,4,c,General Food
8901571000043,http://world-en.openfoodfacts.org/product/8901571000043/boost-plain,Boost Plain,,500 g,Boost,,"Cereal Extract (49%), Malted Barley (Extracted Solids) (21%), Sugar, Wheat Flour (6.5%), Milk Solids (6%), Minerals, Wheat Gluten, Natural Colour INS 150c), Acidity Regulators (INS 501(1), INS 500(1)), alt, Cocoa Powder, Vitamins, Soy Protein Isolate (0.28%), Nature Identical Flavouring Substances. CONTAINS PERMITTED NATURAL COLOUR AND ADDED FLAVOUR (NATURE-IDENTICAL FLAVOURING SUBSTANCES) 80","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,3,"E150c - Ammonia caramel,E500 - Sodium carbonates,E501 - Potassium carbonates",,unknown,unknown,unknown,500,,https://images.openfoodfacts.org/images/products/890/157/100/0043/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/890/157/100/0043/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/890/157/100/0043/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/157/100/0043/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/157/100/0043/nutrition_en.21.400.jpg,https://images.openfoodfacts.org/images/products/890/157/100/0043/nutrition_en.21.200.jpg,,76.4,320,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,General Food
8901565001728,http://world-en.openfoodfacts.org/product/8901565001728/piknik-classic-tomato-chilli-fried-indian-snack,Piknik Classic Tomato Chilli (fried Indian snack),,70g,Piknik,"Snacks, en:potato-crisps","Wheat Flour, Edible Starch, Edible Vegetable Oil, Flour of _Soya_, Corn & Potato, Sugar, Salt, Tomato Powder, Onion Powder, Garlic Powder, Chilli Pewder, Maltodextrin, Acidifying agent (E296, E330), Baking Powder, Ground Spices and Condiments. CONTAINS ADDED FLAVOURS (NATURAL AND NATURE IDENTICAL-TOMATO) Contains _Gluten_","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,,2,"E296 - Malic acid,E330 - Citric acid",,unknown,Salty snacks,Appetizers,70,Potato crisps,https://images.openfoodfacts.org/images/products/890/156/500/1728/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/156/500/1728/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/156/500/1728/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/156/500/1728/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/156/500/1728/nutrition_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/156/500/1728/nutrition_en.13.200.jpg,,513,2146,,27.6,12.6,,,,,,,,,,,,,,,,11.7,,2.7,,,,,,,,,,,,,,,,,,57.6,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,16,d,,,,,unknown,General Food
8901512939302,http://world-en.openfoodfacts.org/product/8901512939302/snacko-honey-roasted-peanuts-sundrop,Snacko Honey Roasted Peanuts,,100g,Sundrop,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Legumes,Nuts and their products,Nuts,Roasted nuts,Peanuts,Roasted peanuts","Peanuts (76%), Sugars, Liquid Glucose, Refined Edible Palmolein Oil, Honey (1.5%), lodized Salt & Thickener (Guar Gum).","en:palm-oil,en:non-vegan,en:vegetarian",,,1,E412 - Guar gum,15,d,Salty snacks,Nuts,100,Roasted peanuts,https://images.openfoodfacts.org/images/products/890/151/293/9302/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/151/293/9302/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/151/293/9302/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/151/293/9302/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/151/293/9302/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/151/293/9302/nutrition_en.10.200.jpg,,597,2498,,46.4,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14.5,12.1,,,,,,,,,,3.8,,,23.8,,,,0.83525,,0.3341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,,,15,,,,,,,,,,,,20,e,,,,15,d,Fat/Nuts/Oil/Seeds
